KRZAST;KSTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;MANDAT;PORADIMAND;PORADINAHR
2;7;50;"Miloslava";"Duøtová";"Ing.";"";55;"soudní pøekladatelka, tlumoènice";"Èeské Budìjovice";544256;99;166;"A";0;0;"N";0;0
2;7;51;"Pavel";"Dvoøák";"";"";30;"osobní trenér";"Èeské Budìjovice";544256;99;166;"A";0;0;"N";0;0
2;7;52;"Stanislav";"Kováø";"Ing. arch.";"";67;"architekt";"Rudolfov";544981;99;166;"A";0;0;"N";0;0
2;7;53;"Jakub";"Janáèek";"Ing.";"";32;"programátor";"Èeské Budìjovice";544256;166;166;"A";0;0;"N";0;0
2;7;54;"Mikuláš";"Zvánovec";"Mgr.";"Ph.D.";30;"vìdeckı pracovník";"Èeské Budìjovice";544256;99;166;"A";0;0;"N";0;0
2;7;55;"Jan";"Klein";"Ing. arch.";"";36;"architekt";"Èeské Budìjovice";544256;1212;166;"A";0;0;"N";0;0
2;7;56;"Radek";"Hrubı";"Mgr.";"";45;"sales manager";"Jindøichùv Hradec";545881;99;166;"A";0;0;"N";0;0
2;7;57;"Zbynìk";"Vácha";"Mgr.";"Ph.D.";34;"vysokoškolskı pedagog";"Milevsko";549576;99;166;"A";0;0;"N";0;0
2;7;58;"Vlasta";"Kalinová";"";"";65;"vedoucí ŠJ";"Husinec";550230;166;166;"A";0;0;"N";0;0
2;7;59;"Jiøí";"Ryszawy";"Bc.";"";37;"fotograf";"Døíteò";544426;166;166;"A";0;0;"N";0;0
2;13;1;"Matouš";"Šimek";"Mgr.";"";38;"uèitel";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;2;"Tereza";"Müllerová";"Ing.";"";39;"zemìdìlská inenırka, prùvodkynì dìtí Montessori";"Hracholusky";550221;5;5;"A";0;0;"N";0;0
2;13;3;"Edvard";"Sequens";"Ing.";"";54;"energetickı konzultant, pøedseda Calla";"Borovany";544281;5;5;"A";0;0;"N";0;0
2;13;4;"Dana";"Kuchtová";"Mgr.";"";59;"øeditelka dìtského domova";"Èeskı Krumlov";545392;5;5;"A";0;0;"N";0;0
2;13;5;"Ondøej";"Šanda";"";"";42;"kuchaø a ekolog";"Kaplice";545562;5;5;"A";0;0;"N";0;0
2;13;6;"Michaela";"Petrová";"Ing.";"";41;"místostarostka mìsta Tábor";"Tábor";552046;5;5;"A";0;0;"N";0;0
2;13;7;"Stanislav";"Èernı";"Ing.";"Ph.D.";42;"interní auditor informaèní a kybernet. bezpeènosti";"Libníè";535800;5;5;"A";0;0;"N";0;0
2;13;8;"Kateøina";"Wagnerová";"";"";39;"rodièovská dovolená - obèanská aktivistka";"Prachatice";550094;99;5;"A";0;0;"N";0;0
2;13;9;"Jan";"Juráš";"Ing.";"";36;"ekoporadce, informaèní pracovník";"Strakonice";550787;99;5;"A";0;0;"N";0;0
2;13;10;"Stanislava";"Konvalinková";"MgA.";"";47;"vıtvarnice";"Èeskı Krumlov";545392;99;5;"A";0;0;"N";0;0
2;13;11;"Martin";"Støelec";"Mgr.";"";41;"ekolog, øeditel neziskové organizace";"Èeskı Krumlov";545392;5;5;"A";0;0;"N";0;0
2;13;12;"Markéta";"Vrchotová";"Ing.";"";32;"doktorand Pøírodovìdecké fakulty Jè. univerzity";"Omlenice";545660;5;5;"A";0;0;"N";0;0
2;13;13;"Jan";"Kubeèka";"prof. RNDr.";"CSc.";59;"vìdeckı pracovník";"Èeské Budìjovice";544256;5;5;"A";0;0;"N";0;0
2;13;14;"Kateøina";"Duchoòová";"MUDr.";"";38;"lékaøka";"Jindøichùv Hradec";545881;99;5;"A";0;0;"N";0;0
2;13;15;"Jiøí";"Guth Jarkovskı";"Mgr.";"";54;"ekolog, soukromı zemìdìlec";"Borovany";544281;5;5;"A";0;0;"N";0;0
2;13;16;"Anna";"Maršíková";"Mgr.";"M.A.";33;"lektorka";"Èeské Budìjovice";544256;5;5;"A";0;0;"N";0;0
2;13;17;"Ondøej";"Prášil";"prof. RNDr.";"Ph.D.";57;"vìdeckı pracovník";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;18;"Helena";"Nutilová";"JUDr.";"Ph.D.";37;"advokátka";"Èeské Budìjovice";544256;5;5;"A";0;0;"N";0;0
2;13;19;"Karel";"Novák";"Mgr.";"";58;"øeditel Diakonie ÈCE - støedisko Rolnièka";"Tábor";552046;5;5;"A";0;0;"N";0;0
2;13;20;"Jaroslava";"Dominová";"";"";64;"podnikatelka (v dùchodu)";"Èeskı Krumlov";545392;5;5;"A";0;0;"N";0;0
2;13;21;"Jiøí";"Ptáèek";"";"";44;"galerista";"Èeské Budìjovice";544256;5;5;"A";0;0;"N";0;0
2;13;22;"Lenka";"Greò";"Mgr.";"";32;"rodièovská dovolená, produkèní v kultuøe";"Tábor";552046;99;5;"A";0;0;"N";0;0
2;13;23;"Filip";"Holzer";"";"";31;"arborista";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;24;"Petra";"Pixová";"Mgr.";"";35;"lektorka a pøekladatelka";"Hrdìjovice";544558;5;5;"A";0;0;"N";0;0
2;13;25;"Jakub";"Smrèka";"Mgr.";"Th.D.";46;"øeditel muzea, starokatolickı duchovní";"Tábor";552046;99;5;"A";0;0;"N";0;0
2;13;26;"Tereza";"Marešová";"Ing.";"";26;"finanèní kontrolorka";"Lunice";508501;99;5;"A";0;0;"N";0;0
2;13;27;"Jiøí";"Bloch";"Mgr.";"";61;"zamìstnanec Národního památkového ústavu";"Èeskı Krumlov";545392;5;5;"A";0;0;"N";0;0
2;13;28;"Dana";"Polenová";"";"";50;"asistentka advokátky";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;29;"Bronislav";"Tomek";"Bc.";"";39;"historik";"Jindøichùv Hradec";545881;5;5;"A";0;0;"N";0;0
2;13;30;"Adéla";"Kuèerová";"Mgr. et Mgr.";"";38;"øeditelka Svobodné základní školy a lesní MŠ";"Èeské Budìjovice";544256;5;5;"A";0;0;"N";0;0
2;13;31;"Jaroslav";"Jonáš";"Mgr.";"";59;"uèitel základní školy";"Vyšší Brod";545848;99;5;"A";0;0;"N";0;0
2;13;32;"Eva";"Valachová";"Mgr.";"";43;"vedoucí oddìlení dùchodového pojištìní";"Èeskı Krumlov";545392;5;5;"A";0;0;"N";0;0
2;13;33;"Martin";"Smolek";"";"";43;"technolog";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;34;"Lenka";"Kohoutková";"";"";51;"vıtvarnice";"Èeskı Krumlov";545392;99;5;"A";0;0;"N";0;0
2;13;35;"Libor";"Lev";"";"";62;"soukromı zemìdìlec";"Brloh";545431;5;5;"A";0;0;"N";0;0
2;13;36;"Vladimíra";"Konvalinková";"";"";68;"vıtvarnice";"Èeskı Krumlov";545392;99;5;"A";0;0;"N";0;0
2;13;37;"Josef";"Kadubec";"Mgr.";"";37;"obchodník a zemìdìlec";"Èíkrajice";551503;5;5;"A";0;0;"N";0;0
2;13;38;"Milada";"Filipová";"MUDr.";"";62;"lékaøka";"Èeskı Krumlov";545392;99;5;"A";0;0;"N";0;0
2;13;39;"Vít";"Zavadil";"";"";47;"podnikatel - vodní zdroje";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;40;"Iva";"Koèíková";"Ing.";"";59;"keramièka";"Vìovatá Plánì";536300;99;5;"A";0;0;"N";0;0
2;13;41;"Jiøí";"Loskot";"Ing.";"";60;"poskytovatel slueb v lesnictví a zemìdìlství";"Tábor";552046;5;5;"A";0;0;"N";0;0
2;13;42;"Františka";"Novotná";"";"";72;"v dùchodu";"Èeskı Krumlov";545392;99;5;"A";0;0;"N";0;0
2;13;43;"Tomáš";"Budín";"Ing.";"";34;"ekonomickı manaer";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;44;"Kateøina";"Kuchtová";"";"";21;"studentka Akademie vıtvarnıch umìní v Praze";"Èeskı Krumlov";545392;5;5;"A";0;0;"N";0;0
2;13;45;"Tomáš";"Maøík";"";"";32;"pedagog v mateøské školce";"Èeské Budìjovice";544256;5;5;"A";0;0;"N";0;0
2;13;46;"Romana";"Panská";"";"";48;"ekonomka, úèetní spolku Calla";"Èeské Budìjovice";544256;99;5;"A";0;0;"N";0;0
2;13;47;"Ondøej";"Holèák";"Mgr.";"";37;"procesní analytik";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;48;"Rùena";"Šandová";"";"";69;"ekoloka";"Kaplice";545562;5;5;"A";0;0;"N";0;0
2;13;49;"Lukáš";"Votápek";"";"";22;"dispeèer vıroby";"Tøeboò";547336;5;5;"A";0;0;"N";0;0
2;13;50;"Miroslava";"Pešková";"";"";57;"barmanka";"Pohorská Ves";545694;99;5;"A";0;0;"N";0;0
2;13;51;"Josef";"Horváth";"";"";22;"vysokoškolskı student";"Tábor";552046;5;5;"A";0;0;"N";0;0
2;13;52;"Martin";"Varecha";"Ing.";"";34;"burzovní makléø";"Èeské Budìjovice";544256;5;5;"A";0;0;"N";0;0
2;13;53;"Pavel";"Kuchaø";"Ing.";"";55;"provozovatel vodní elektrárny";"Tábor";552046;5;5;"A";0;0;"N";0;0
2;13;54;"Pavel";"Pejcha";"Mgr.";"";65;"biozemìdìlec";"Romitál na Šumavì";545775;99;5;"A";0;0;"N";0;0
2;13;55;"Svatomír";"Mlèoch";"JUDr.";"";65;"právník";"Èeské Budìjovice";544256;99;5;"A";0;0;"N";0;0
2;13;56;"Lenka";"Èerná";"Mgr.";"";38;"Public Relations";"Libníè";535800;99;5;"A";0;0;"N";0;0
2;13;57;"Jiøí";"Marek";"Ing.";"";53;"biozemìdìlec, péèe o chránìná území";"Èíkrajice";551503;5;5;"A";0;0;"N";0;0
2;16;1;"Jana";"Pupavová";"";"";36;"manaerka v mezinárodní spoleènosti";"Nové Hrady";544868;1114;1114;"A";0;0;"N";0;0
2;16;2;"Zdenìk";"Kotìšovec";"Bc.";"";32;"ivnostník - stavební èinnost";"Tøeboò";547336;1114;1114;"A";0;0;"N";0;0
2;16;3;"Václav";"Mikeš";"";"";42;"protipoární technik, zastupitel mìsta Kaplice";"Kaplice";545562;1114;1114;"A";0;0;"N";0;0
2;16;4;"Miloslav";"Rozner";"";"";43;"poslanec";"Tın nad Vltavou";545201;1114;1114;"A";0;0;"N";0;0
2;16;5;"Dalibor";"Koutnik";"Ing.";"Ph.D.";36;"administrátor - specialista";"Tøeboò";547336;1114;1114;"A";0;0;"N";0;0
2;16;6;"Zdenìk";"Zelenı";"Ing.";"";77;"ekolog";"Oldøichov";552798;1114;1114;"A";0;0;"N";0;0
2;16;7;"Iveta";"Štefanová";"MUDr.";"";36;"lékaøka";"Prachatice";550094;1114;1114;"A";0;0;"N";0;0
2;16;8;"Zdenìk";"Hofmann";"";"";40;"jednatel spoleènosti";"Strakonice";550787;1114;1114;"A";0;0;"N";0;0
2;16;9;"Bohumil";"Koèovskı";"";"";51;"soukromı zemìdìlec";"Protivín";549771;1114;1114;"A";0;0;"N";0;0
2;16;10;"Ivo";"Dvoøák";"Ing.";"";60;"bezpeènostní specialista";"Sezimovo Ústí";553069;1114;1114;"A";0;0;"N";0;0
2;16;11;"Petra";"Smolová";"";"";31;"administrativní pracovnice";"Vimperk";550647;1114;1114;"A";0;0;"N";0;0
2;16;12;"Petr";"Hrubiško";"";"";30;"jednatel spoleènosti";"Lhenice";550361;1114;1114;"A";0;0;"N";0;0
2;16;13;"Aleš";"Vyhnálek";"";"";64;"elektrotechnik";"Jindøichùv Hradec";545881;1114;1114;"A";0;0;"N";0;0
2;16;14;"Lubomír";"Pána";"doc. PhDr.";"Ph.D., dr. h. c.";69;"emeritní rektor vysoké školy";"Èeské Budìjovice";544256;1114;1114;"A";0;0;"N";0;0
2;16;15;"Alice";"Stierandová";"";"";55;"øeditelka obecnì prospìšné spoleènosti";"Èeské Budìjovice";544256;1114;1114;"A";0;0;"N";0;0
2;16;16;"Jiøí";"Vachta";"";"";60;"ivnostník - instalatér, topenáø";"Èejetice";550922;1114;1114;"A";0;0;"N";0;0
2;16;17;"Michael";"Lovász";"";"";23;"elektromechanik";"Kaplice";545562;1114;1114;"A";0;0;"N";0;0
2;16;18;"Vendulka";"Vachtová Vacková";"PaedDr.";"";60;"pedagogická pracovnice";"Èejetice";550922;99;1114;"A";0;0;"N";0;0
2;16;19;"Daniel";"Radotínskı";"Ing.";"Ph.D.";32;"technik - specialista";"Èeské Budìjovice";544256;1114;1114;"A";0;0;"N";0;0
2;16;20;"Slavomír";"Plojhar";"";"";49;"obchodní øeditel";"Všemyslice";545287;1114;1114;"A";0;0;"N";0;0
2;16;21;"Lenka";"Líbenková";"";"";40;"asistentka prodeje";"Strakonice";550787;1114;1114;"A";0;0;"N";0;0
2;16;22;"Pavel";"Boèek";"";"";56;"soudní znalec v oboru elektrotechnika";"Tın nad Vltavou";545201;1114;1114;"A";0;0;"N";0;0
2;16;23;"Marcela";"Šindeláøová";"";"";42;"kuchaøka";"Písek";549240;1114;1114;"A";0;0;"N";0;0
2;16;24;"Pavel";"Lebeda";"";"";58;"servisní technik";"Prachatice";550094;1114;1114;"A";0;0;"N";0;0
2;16;25;"Ivana";"Havlová";"";"";70;"asistentka prodeje";"Slavonice";547166;1114;1114;"A";0;0;"N";0;0
2;16;26;"Jiøí";"Adámek";"";"";34;"realitní makléø";"Hrdìjovice";544558;1114;1114;"A";0;0;"N";0;0
2;16;27;"Pavel";"Baránek";"";"";52;"ivnostník - instalatér, topenáø";"Jindøichùv Hradec";545881;1114;1114;"A";0;0;"N";0;0
2;16;28;"Alena";"Michalèáková";"";"";56;"asistentka prodeje";"Kaplice";545562;1114;1114;"A";0;0;"N";0;0
2;16;29;"Josef";"Mrázek";"";"";53;"údrbáø";"Hoslovice";551104;1114;1114;"A";0;0;"N";0;0
2;16;30;"Jaroslava";"Vodrášková";"";"";36;"asistentka prodeje";"Tøeboò";547336;1114;1114;"A";0;0;"N";0;0
2;16;31;"Ivana";"Barteèková";"";"";56;"zdravotní sestra";"Zvíkov";535591;1114;1114;"A";0;0;"N";0;0
2;16;32;"Ladislav";"Malík";"";"";55;"øidiè";"Jindøichùv Hradec";545881;1114;1114;"A";0;0;"N";0;0
2;16;33;"Václav";"Henzelín";"";"";69;"skláøskı technolog";"Lenora";550353;1114;1114;"A";0;0;"N";0;0
2;16;34;"Jaroslav";"Nìmec";"";"";64;"signalista";"Písek";549240;1114;1114;"A";0;0;"N";0;0
2;16;35;"Josef";"Novák";"";"";45;"elektromechanik";"Benešov nad Èernou";545406;1114;1114;"A";0;0;"N";0;0
2;16;36;"Štefan";"Luèanskı";"";"";59;"øidiè";"Dub";550183;1114;1114;"A";0;0;"N";0;0
2;16;37;"Bohuslav";"Hejl";"";"";73;"technik";"Písek";549240;1114;1114;"A";0;0;"N";0;0
2;16;38;"Petr";"Koláø";"";"";52;"strojní zámeèník";"Ratiboø";507784;1114;1114;"A";0;0;"N";0;0
2;16;39;"Jan";"Cais";"";"";50;"zámeèník";"Louèovice";545601;1114;1114;"A";0;0;"N";0;0
2;16;40;"Rudolf";"Novotnı";"Ing.";"";76;"agronom";"Pøíbraz";561088;1114;1114;"A";0;0;"N";0;0
2;16;41;"Roman";"Holinka";"";"";44;"truhláø";"Kaplice";545562;1114;1114;"A";0;0;"N";0;0
2;16;42;"Drahoslav";"Kolman";"";"";50;"truhláø";"Èlunek";561703;1114;1114;"A";0;0;"N";0;0
2;16;43;"Ladislav";"Fiedler";"";"";52;"dìlník";"Nová Bystøice";546798;1114;1114;"A";0;0;"N";0;0
2;16;44;"Ladislav";"Nerad";"";"";61;"truhláø";"Balkova Lhota";563251;1114;1114;"A";0;0;"N";0;0
2;16;45;"Karel";"Tatırek";"";"";47;"dìlník";"Nová Bystøice";546798;1114;1114;"A";0;0;"N";0;0
2;16;46;"Vladan";"Císler";"";"";55;"strojník";"Èeské Budìjovice";544256;1114;1114;"A";0;0;"N";0;0
2;16;47;"Erika";"Madejová";"";"";23;"skladnice";"Protivín";549771;1114;1114;"A";0;0;"N";0;0
2;16;48;"Roman";"Vodráška";"";"";42;"asistent prodeje";"Tøeboò";547336;1114;1114;"A";0;0;"N";0;0
2;16;49;"Hana";"Marounková";"";"";73;"spisovatelka";"Èeské Budìjovice";544256;1114;1114;"A";0;0;"N";0;0
2;16;50;"Miroslav";"Foral";"";"";77;"trenér oddílu boxu";"Tøeboò";547336;1114;1114;"A";0;0;"N";0;0
2;16;51;"Pavel";"Turoò";"";"";57;"smìnnı technik";"Petøíkov";535699;1114;1114;"A";0;0;"N";0;0
2;16;52;"Ilona";"Chroboková";"Bc.";"";58;"pedagogická pracovnice, spisovatelka";"Èímìø";546101;1114;1114;"A";0;0;"N";0;0
2;16;53;"Josef";"ika";"MUDr.";"";68;"praktickı lékaø pro dìti a dorost";"Èeské Budìjovice";544256;99;1114;"A";0;0;"N";0;0
2;16;54;"Darja";"Holátová";"doc. Ing.";"Ph.D.";69;"pedagogická pracovnice";"Èeské Budìjovice";544256;99;1114;"A";0;0;"N";0;0
2;16;55;"Tadeáš";"Chrobok";"";"";72;"dìlník";"Èímìø";546101;1114;1114;"A";0;0;"N";0;0
2;16;56;"Martin";"Beníèek";"";"";42;"jednatel spoleènosti";"Jindøichùv Hradec";545881;1114;1114;"A";0;0;"N";0;0
2;16;57;"Ivana";"Truxová";"";"";51;"pracovnice bezpeènostní agentury";"Tábor";552046;1114;1114;"A";0;0;"N";0;0
2;16;58;"Stanislav";"Pils";"";"";56;"øidiè";"Èeské Budìjovice";544256;1114;1114;"A";0;0;"N";0;0
2;16;59;"Kristına";"Prouzová";"";"";34;"asistentka prodeje";"Tábor";552046;99;1114;"A";0;0;"N";0;0
2;16;60;"Petr";"Bohuslávek";"";"";53;"stráník mìstské policie";"Tábor";552046;1114;1114;"A";0;0;"N";0;0
2;19;1;"Lukáš";"Mareš";"MUDr.";"";31;"lékaø na radiologickém oddìlení, zastupitel";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;2;"Jan";"Novák";"Bc.";"";29;"radní, divadelník a umìlec";"Tın nad Vltavou";545201;720;720;"A";0;0;"N";0;0
2;19;3;"Josef";"Soumar";"";"";35;"finanèník, zastupitel";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;4;"Veronika";"Kováøová";"Ing. arch.";"";38;"architektka, organizátorka Šperkaøského workshopu";"Volynì";551970;720;720;"A";0;0;"N";0;0
2;19;5;"Jiøí";"Roubíèek";"Bc.";"";34;"ivnostník, provozovatel penzionu";"Tábor";552046;720;720;"A";0;0;"N";0;0
2;19;6;"Martin";"Kákona";"Ing.";"";53;"vìdec, fyzik, vynálezce, znalec oblohy";"Sobìslav";553131;720;720;"A";0;0;"N";0;0
2;19;7;"Dan";"Leština";"Mgr.";"";30;"doktorand z Pøírodovìdecké fakulty JÈU";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;8;"Jan";"Hošek";"Bc.";"";37;"softwarovı vıvojáø, pythonista, datovı analytik";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;9;"Lucie";"Korytáøová";"Mgr.";"";35;"uèitelka, lektorka environmentální vıchovy";"Èeské Budìjovice";544256;99;720;"A";0;0;"N";0;0
2;19;10;"Lukáš";"Koláøík";"";"";36;"poslanec PÈR, freelancer, expert na exekutory";"Katovice";551201;720;720;"A";0;0;"N";0;0
2;19;11;"Martin";"Mareda";"Mgr.";"";44;"adiktolog, pracovník sociální sluby, zastupitel";"Tábor";552046;720;720;"A";0;0;"N";0;0
2;19;12;"Tomáš";"Posekanı";"Ing.";"";27;"finanèník, ekonom, zastupitel";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;13;"Barbora";"Koritenská";"Mgr. et Mgr.";"";29;"památkáø, zastupitelka";"Prachatice";550094;720;720;"A";0;0;"N";0;0
2;19;14;"Petr";"Soušek";"";"";32;"manaer nákupu a logistiky";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;15;"Jan";"Slavík";"Mgr.";"";31;"právník, podnikatel";"Jindøichùv Hradec";545881;99;720;"A";0;0;"N";0;0
2;19;16;"Zbynìk";"Konvièka";"";"";45;"redaktor internet. portálu a èas. o kult. dìdictví";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;17;"Martin";"Kuèera";"";"";46;"ivnostník, trenér, hudebník";"Tábor";552046;720;720;"A";0;0;"N";0;0
2;19;18;"Kamil";"Podzimek";"Bc.";"";38;"vedoucí sociálních slueb";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;19;"Judita";"Vedlová";"Bc.";"";33;"sociální pracovnice";"Jindøichùv Hradec";545881;720;720;"A";0;0;"N";0;0
2;19;20;"Jan";"Votøel";"Mgr.";"";36;"prùvodce";"Èeskı Krumlov";545392;720;720;"A";0;0;"N";0;0
2;19;21;"Jana";"Koláøíková";"Bc.";"";34;"OSVÈ, HR manaerka, školitelka vzdìlávacích kurzù";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;22;"Tomáš";"Guth Jarkovskı";"";"";24;"politickı poradce,autor a organizátor rolovıch her";"Borovany";544281;720;720;"A";0;0;"N";0;0
2;19;23;"Jaroslav";"Hansal";"";"";48;"programátor, jednatel IT a dopravní firmy";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;24;"Lukáš";"Hypša";"";"";19;"student, programátor";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;25;"Jan";"Lukavskı";"";"";34;"ivnostník, zastupitel";"Tøeboò";547336;720;720;"A";0;0;"N";0;0
2;19;26;"Jan";"Pøíbramskı";"";"";36;"radní, vedoucí vıroby a IT, spolum. Kulturne.com";"Tábor";552046;720;720;"A";0;0;"N";0;0
2;19;27;"Miloš";"Buèinskı";"Bc.";"";33;"informatik, fotograf, zastupitel";"Sobìslav";553131;720;720;"A";0;0;"N";0;0
2;19;28;"Andrea";"Protivínská";"";"";41;"cukráøka, t. è. v domác., peèuj. o osobu blízkou";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;29;"Jindra";"Justová";"";"";52;"operátorka, textaøka, aktivistka";"Tábor";552046;720;720;"A";0;0;"N";0;0
2;19;30;"Pavel";"Trajer";"BcA.";"";32;"OSVÈ, zastupitel";"Velešín";545821;99;720;"A";0;0;"N";0;0
2;19;31;"Soòa Ágnes";"Nìmeèková";"";"";31;"èlenka vıboru pro práva dítìte pøi vládì ÈR";"Sobìslav";553131;720;720;"A";0;0;"N";0;0
2;19;32;"Pavla";"Váòová Èernochová";"Mgr.";"";38;"vedoucí muzea";"Blatná";550850;720;720;"A";0;0;"N";0;0
2;19;33;"Bohuslav";"Švehla";"Ing.";"";36;"projektovı manaer";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;34;"Ivo";"Voøíšek";"";"";55;"manaer, produkèní";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;35;"Michal";"Diviš";"";"";38;"úèetní, hokejovı rozhodèí";"Radomyšl";551660;720;720;"A";0;0;"N";0;0
2;19;36;"Vojtìch";"Sázel";"Bc.";"";37;"programátor, jednatel IT a dopravní firmy";"Tábor";552046;720;720;"A";0;0;"N";0;0
2;19;37;"Jaroslava";"Divišová";"";"";35;"administr. prac., pøeds. spolku Klíèek Radomyšl";"Radomyšl";551660;720;720;"A";0;0;"N";0;0
2;19;38;"Petr";"Trampota";"";"";66;"technik";"Pøední Vıtoò";545716;99;720;"A";0;0;"N";0;0
2;19;39;"Pavel";"Nešetøil";"";"";34;"key account manager";"Jistebnice";552534;720;720;"A";0;0;"N";0;0
2;19;40;"Petr";"Macháèek";"";"";19;"student";"Tın nad Vltavou";545201;99;720;"A";0;0;"N";0;0
2;19;41;"Pavla";"Figurová";"Mgr.";"";42;"uèitelka na gymnáziu";"Neplachov";535435;99;720;"A";0;0;"N";0;0
2;19;42;"Pavel";"Moravec";"Ing.";"";40;"IT specialista";"Tábor";552046;99;720;"A";0;0;"N";0;0
2;19;43;"Michal";"Just";"Mgr.";"";47;"zemìdìlec, pedagog, filosof";"Mièovice";550426;720;720;"A";0;0;"N";0;0
2;19;44;"Jan";"Mráèek";"Ing.";"";31;"softwarovı architekt";"Suchdol nad Lunicí";547280;99;720;"A";0;0;"N";0;0
2;19;45;"Alena";"Ben Ali";"";"";51;"operátor callcentra";"Zvìrotice";553409;720;720;"A";0;0;"N";0;0
2;19;46;"Josef";"Špak";"";"";32;"programátor, zastupitel";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;47;"Václav";"Klecanda";"Mgr.";"";37;"programátor, systémovı architekt, místostarosta";"Tábor";552046;720;720;"A";0;0;"N";0;0
2;19;48;"Martin";"Semeckı";"";"";34;"ivnostník";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;49;"Štìpán";"Brich";"";"";19;"student";"Tın nad Vltavou";545201;720;720;"A";0;0;"N";0;0
2;19;50;"Tomáš";"Válek";"";"";29;"správa sítí a prodej HW";"Volary";550671;720;720;"A";0;0;"N";0;0
2;19;51;"Vítek";"Špoula";"";"";24;"student, èlen regionálního spolku, judista";"Katovice";551201;99;720;"A";0;0;"N";0;0
2;19;52;"Zuzana";"Kudláèková";"";"";36;"asistentka poslance, zastupitelka";"Èeské Budìjovice";544256;720;720;"A";0;0;"N";0;0
2;19;53;"Lukáš";"Krystl";"";"";29;"designer koupelen a bytovıch interiérù";"Jetìtice";549479;99;720;"A";0;0;"N";0;0
2;19;54;"Simon";"Kostadinov";"Bc.";"";25;"technolog v jaderné elektrárnì, zastupitel";"Tın nad Vltavou";545201;720;720;"A";0;0;"N";0;0
2;19;55;"Petra";"Klímová";"";"";46;"pracovnice poštovní pøepáky";"Èeské Budìjovice";544256;99;720;"A";0;0;"N";0;0
2;19;56;"Vladimír";"Kobzev";"Ing.";"";38;"programátor, cestovatel";"Èeské Budìjovice";544256;99;720;"A";0;0;"N";0;0
2;19;57;"Jan Nepomuk";"Piskaè";"MgA.";"";44;"jukeboxer, nádeník, pedagog";"Èeské Budìjovice";544256;99;720;"A";0;0;"N";0;0
2;19;58;"Júsuf";"Traore";"Mgr.";"DiS.";38;"vedoucí odboru sociálních vìcí, zdrav. a škol. MìÚ";"Prachatice";550094;720;720;"A";0;0;"N";0;0
2;19;59;"Ludìk";"Blaha";"Ing.";"";64;"uèitel";"Písek";549240;720;720;"A";0;0;"N";0;0
2;19;60;"František";"Švadlena";"Mgr.";"";44;"právník, poøadatel hudebního festivalu";"Tábor";552046;99;720;"A";0;0;"N";0;0
2;23;1;"Ivan";"Fabián";"Bc.";"DiS.";62;"technik, uèitel SŠ";"Èeské Budìjovice";544256;1237;1237;"A";0;0;"N";0;0
2;23;2;"Vladimír Štìpán";"Kremsa";"prof. Ing.";"Ph.D.";63;"krajinnı ekolog";"Èeské Budìjovice";544256;175;1237;"A";0;0;"N";0;0
2;23;3;"Miloš";"Benedikt";"Ing.";"";62;"støedoškolskı uèitel";"Strakonice";550787;99;1237;"A";0;0;"N";0;0
2;23;4;"Zbynìk";"Holub";"doc. PaedDr. PhDr.";"Ph.D.";63;"vysokoškolskı pedagog";"Èeské Budìjovice";544256;764;1237;"A";0;0;"N";0;0
2;23;5;"Kateøina";"Podruhová";"";"";51;"recepèní";"Èeské Budìjovice";544256;175;1237;"A";0;0;"N";0;0
2;23;6;"Vít";"Sumerauer";"Mgr.";"";34;"øeditel MŠ, zastupitel mìsta, místostarosta";"Borovany";544281;175;1237;"A";0;0;"N";0;0
